# Exported from Leapfrog Geothermal - UTF-8 encoding
X,Y,Z
452092.7,4383573.3,0
453092.7,4383573.3,0
454092.7,4383573.3,0
439092.7,4384573.3,0
440092.7,4384573.3,0
441092.7,4384573.3,0
442092.7,4384573.3,0
443092.7,4384573.3,0
444092.7,4384573.3,0
445092.7,4384573.3,0
446092.7,4384573.3,0
447092.7,4384573.3,0
448092.7,4384573.3,0
449092.7,4384573.3,0
450092.7,4384573.3,0
451092.7,4384573.3,0
452092.7,4384573.3,0
453092.7,4384573.3,0
454092.7,4384573.3,0
439092.7,4385573.3,0
440092.7,4385573.3,0
441092.7,4385573.3,0
442092.7,4385573.3,0
443092.7,4385573.3,0
444092.7,4385573.3,0
445092.7,4385573.3,0
446092.7,4385573.3,0
447092.7,4385573.3,0
448092.7,4385573.3,0
449092.7,4385573.3,0
450092.7,4385573.3,0
451092.7,4385573.3,0
452092.7,4385573.3,0
453092.7,4385573.3,0
454092.7,4385573.3,0
439092.7,4386573.3,0
440092.7,4386573.3,0
441092.7,4386573.3,0
442092.7,4386573.3,0
443092.7,4386573.3,0
444092.7,4386573.3,0
445092.7,4386573.3,0
446092.7,4386573.3,0
447092.7,4386573.3,0
448092.7,4386573.3,0
449092.7,4386573.3,0
450092.7,4386573.3,0
451092.7,4386573.3,0
452092.7,4386573.3,0
453092.7,4386573.3,0
454092.7,4386573.3,0
439092.7,4387573.3,0
440092.7,4387573.3,0
441092.7,4387573.3,0
442092.7,4387573.3,0
443092.7,4387573.3,0
444092.7,4387573.3,0
445092.7,4387573.3,0
446092.7,4387573.3,0
447092.7,4387573.3,0
448092.7,4387573.3,0
449092.7,4387573.3,0
450092.7,4387573.3,0
451092.7,4387573.3,0
452092.7,4387573.3,0
453092.7,4387573.3,0
454092.7,4387573.3,0
439092.7,4388573.3,0
440092.7,4388573.3,0
441092.7,4388573.3,0
442092.7,4388573.3,0
443092.7,4388573.3,0
444092.7,4388573.3,0
445092.7,4388573.3,0
446092.7,4388573.3,0
447092.7,4388573.3,0
448092.7,4388573.3,0
449092.7,4388573.3,0
450092.7,4388573.3,0
451092.7,4388573.3,0
452092.7,4388573.3,0
453092.7,4388573.3,0
454092.7,4388573.3,0
439092.7,4389573.3,0
440092.7,4389573.3,0
441092.7,4389573.3,0
442092.7,4389573.3,0
443092.7,4389573.3,0
444092.7,4389573.3,0
445092.7,4389573.3,0
446092.7,4389573.3,0
447092.7,4389573.3,0
448092.7,4389573.3,0
449092.7,4389573.3,0
450092.7,4389573.3,0
451092.7,4389573.3,0
452092.7,4389573.3,0
453092.7,4389573.3,0
454092.7,4389573.3,0
439092.7,4390573.3,0
440092.7,4390573.3,0
441092.7,4390573.3,0
442092.7,4390573.3,0
443092.7,4390573.3,0
444092.7,4390573.3,0
445092.7,4390573.3,0
446092.7,4390573.3,0
447092.7,4390573.3,0
448092.7,4390573.3,0
449092.7,4390573.3,0
450092.7,4390573.3,0
451092.7,4390573.3,0
452092.7,4390573.3,0
453092.7,4390573.3,0
454092.7,4390573.3,0
